Time;Head;Neck;Spine Shoulder;Spine Mid;Spine Base;R Shoulder;L Shoulder;R Elbow;L Elbow;R Wrist;L Wrist;R Hand;L Hand;R Hand Tip;L Hand Tip;R Thumb;L Thumb;R Hip;L Hip;R Knee;L Knee;R Ankle;L Ankle;R Foot;L Foot;Frame No.;
1525193545183;0.407802 0.278553 2.23229;0.432827 0.137745 2.2017;0.432543 0.0639453 2.19919;0.429322 -0.161745 2.18196;0.421271 -0.46984 2.14828;0.604001 0.0413685 2.16963;0.26593 0.0694738 2.21424;0.799298 0.0934976 2.16963;0.0921763 0.121292 2.19528;0.639121 0.237321 2.05313;0.300472 0.215707 2.10816;0.616034 0.244697 2.0492;0.322046 0.219238 2.09456;0.570262 0.263669 2.01028;0.365709 0.233835 2.10679;0.574233 0.204419 2.04783;0.314324 0.186785 2.06725;0.49086 -0.45928 2.10195;0.337935 -0.465068 2.12473;0.506559 -0.763 2.10383;0.288472 -0.7881 2.05555;0.475393 -1.12842 2.17206;0.200564 -1.09456 2.04753;0.453631 -1.20601 2.11799;0.186794 -1.11665 1.92327;109;
1525193545216;0.407222 0.278673 2.2324;0.432758 0.137716 2.20165;0.432452 0.0639206 2.19913;0.429196 -0.161753 2.18193;0.421216 -0.469816 2.14827;0.603743 0.0412574 2.16954;0.265536 0.0695258 2.2143;0.799356 0.0922551 2.16954;0.0917944 0.121371 2.19528;0.63875 0.236635 2.05413;0.300023 0.215767 2.10794;0.617231 0.244576 2.05127;0.323436 0.219186 2.09356;0.570732 0.263489 2.01453;0.366306 0.232147 2.10356;0.573221 0.204887 2.04284;0.318707 0.188222 2.06835;0.490761 -0.459144 2.10187;0.337886 -0.465098 2.12475;0.506553 -0.763005 2.10383;0.288266 -0.787932 2.05555;0.472154 -1.14835 2.17284;0.200647 -1.09458 2.04774;0.452978 -1.2137 2.11724;0.186848 -1.11667 1.92348;110;
1525193545284;0.40718 0.278629 2.23237;0.432558 0.137571 2.20155;0.432242 0.0637904 2.19904;0.429004 -0.161833 2.18185;0.421165 -0.469819 2.14823;0.603476 0.0412136 2.16961;0.265231 0.069509 2.21435;0.798507 0.0923481 2.16961;0.0915052 0.121399 2.19529;0.638972 0.235141 2.05621;0.29966 0.215771 2.10771;0.61594 0.244326 2.05356;0.323041 0.219414 2.09283;0.569615 0.261503 2.01847;0.366177 0.232069 2.10284;0.571376 0.205606 2.04115;0.318191 0.187697 2.06772;0.490667 -0.459068 2.10163;0.337834 -0.465146 2.12479;0.506487 -0.763035 2.10384;0.288125 -0.787898 2.05555;0.473969 -1.13637 2.16924;0.20044 -1.09521 2.04738;0.456492 -1.15896 2.0453;0.210571 -1.17871 2.06055;111;
1525193545349;0.40703 0.278631 2.23242;0.432479 0.137558 2.20159;0.432136 0.063777 2.19907;0.428836 -0.16185 2.18187;0.42105 -0.46982 2.14822;0.603112 0.0411412 2.16987;0.264855 0.0695243 2.2144;0.798137 0.0917687 2.16987;0.0911658 0.121526 2.19529;0.638558 0.234028 2.05886;0.299342 0.215788 2.10763;0.616506 0.243521 2.05783;0.322666 0.218734 2.09334;0.570274 0.261403 2.02323;0.364362 0.232851 2.1036;0.573021 0.203605 2.04589;0.320422 0.187554 2.07325;0.490539 -0.458972 2.10157;0.337688 -0.46525 2.12482;0.506454 -0.763057 2.10384;0.287939 -0.78774 2.05569;0.475223 -1.1292 2.16863;0.200772 -1.09448 2.04783;0.457786 -1.15185 2.04468;0.187045 -1.11656 1.9236;112;
1525193545415;0.40701 0.278601 2.23243;0.432404 0.137478 2.20158;0.432038 0.0636997 2.19906;0.428684 -0.161912 2.18185;0.420936 -0.469826 2.1482;0.602867 0.041099 2.16991;0.264539 0.0695568 2.21444;0.797723 0.0913061 2.16991;0.0908747 0.121626 2.19518;0.63892 0.233255 2.06114;0.298483 0.216272 2.10645;0.613409 0.244182 2.0593;0.323355 0.221733 2.09177;0.570077 0.26555 2.02677;0.364371 0.235049 2.10147;0.567416 0.203376 2.05009;0.318826 0.190601 2.06529;0.490302 -0.458918 2.10129;0.337589 -0.465305 2.12494;0.506387 -0.761687 2.10353;0.287693 -0.787481 2.05585;0.475307 -1.12902 2.16857;0.20075 -1.09437 2.04763;0.457874 -1.15167 2.04461;0.187028 -1.11644 1.92339;113;
1525193545448;0.406807 0.278748 2.23243;0.432344 0.137452 2.20157;0.431957 0.063675 2.19906;0.428549 -0.161929 2.18187;0.420825 -0.469812 2.14823;0.602718 0.0410744 2.17007;0.263845 0.0675118 2.21886;0.797539 0.0910832 2.17007;0.091013 0.121823 2.19493;0.639596 0.233307 2.06407;0.297969 0.217009 2.10514;0.614387 0.246105 2.06373;0.32233 0.223518 2.0903;0.567973 0.264369 2.03101;0.364822 0.235264 2.09802;0.573372 0.20845 2.06589;0.321267 0.191849 2.06944;0.490172 -0.458841 2.10129;0.337486 -0.465354 2.12503;0.506381 -0.761613 2.10366;0.287484 -0.7875 2.05596;0.472885 -1.14171 2.16999;0.200722 -1.09427 2.04745;0.452971 -1.20758 2.11652;0.210282 -1.18286 2.06486;114;
1525193545583;0.410922 0.281113 2.23293;0.432413 0.137505 2.20174;0.432 0.0637046 2.19923;0.42854 -0.161977 2.1821;0.420802 -0.469994 2.14859;0.603383 0.042045 2.17169;0.26683 0.0645327 2.2206;0.802299 0.0933315 2.17169;0.0946445 0.120717 2.19531;0.674268 0.272327 2.07307;0.262847 0.263261 2.08709;0.625682 0.308011 2.07087;0.284203 0.271132 2.07538;0.574482 0.35592 2.06285;0.320245 0.278949 2.07198;0.583316 0.26376 2.04011;0.305472 0.243976 2.03875;0.490223 -0.459133 2.10168;0.337419 -0.465464 2.12542;0.506122 -0.762943 2.10479;0.287114 -0.787967 2.05612;0.474457 -1.13728 2.17106;0.201103 -1.09282 2.04768;0.453434 -1.20843 2.11875;0.185785 -1.11493 1.92356;115;
1525193545617;0.416404 0.283722 2.23364;0.437197 0.137466 2.2031;0.435662 0.0636625 2.20038;0.429829 -0.162025 2.18271;0.420863 -0.470007 2.14876;0.603745 0.0428492 2.17278;0.268158 0.0637575 2.22134;0.810954 0.0979276 2.17278;0.0960032 0.120058 2.196;0.677759 0.274467 2.07302;0.26013 0.266837 2.08713;0.630361 0.319406 2.07208;0.264229 0.278164 2.08371;0.578143 0.371275 2.07039;0.301641 0.300369 2.05138;0.585576 0.27517 2.034;0.296863 0.254685 2.068;0.490328 -0.459239 2.10178;0.337464 -0.465358 2.12578;0.506146 -0.764683 2.10577;0.287035 -0.787674 2.05623;0.472998 -1.14605 2.17285;0.201131 -1.09377 2.04755;0.452843 -1.21152 2.11802;0.1858 -1.11583 1.92342;116;
1525193545655;0.421165 0.285133 2.23499;0.440898 0.137651 2.20448;0.438769 0.0638858 2.20159;0.431217 -0.161769 2.18343;0.420945 -0.469823 2.14898;0.604247 0.043171 2.17428;0.268173 0.064778 2.21998;0.816694 0.102817 2.17428;0.0985543 0.127848 2.19241;0.683925 0.279203 2.0722;0.253006 0.286969 2.08724;0.635745 0.328836 2.07237;0.258588 0.297293 2.08403;0.58465 0.387275 2.07924;0.308375 0.336913 2.04842;0.592265 0.283624 2.03385;0.295071 0.301509 2.07867;0.490386 -0.459154 2.10191;0.337598 -0.465057 2.12611;0.506206 -0.764988 2.10617;0.286983 -0.78766 2.05628;0.475686 -1.13235 2.16901;0.201021 -1.09503 2.04743;0.457504 -1.15491 2.04505;0.186548 -1.11703 1.92318;117;
1525193545721;0.430679 0.289237 2.23852;0.450092 0.134585 2.20517;0.446693 0.0614231 2.20238;0.435424 -0.162712 2.18432;0.421605 -0.469688 2.14949;0.606285 0.0435524 2.17556;0.270458 0.0644159 2.22212;0.816478 0.103378 2.17556;0.0888571 0.122683 2.19148;0.691389 0.286112 2.06982;0.232415 0.29118 2.0854;0.645584 0.338949 2.06812;0.236161 0.307405 2.07426;0.591532 0.40064 2.07595;0.288338 0.358644 2.05908;0.600312 0.290224 2.02685;0.2742 0.258294 2.0382;0.490956 -0.459102 2.10229;0.338389 -0.464847 2.12681;0.506726 -0.766339 2.1072;0.286938 -0.787536 2.05624;0.47509 -1.14458 2.17115;0.200295 -1.09623 2.0466;0.452944 -1.21024 2.11819;0.185564 -1.11817 1.92238;118;
1525193545798;0.441719 0.292285 2.23996;0.451377 0.134969 2.20467;0.44808 0.0617063 2.20195;0.436866 -0.162692 2.18414;0.422216 -0.469757 2.14959;0.606943 0.0435373 2.17657;0.273092 0.0634556 2.22272;0.815944 0.103457 2.17657;0.0804283 0.119124 2.19044;0.694495 0.287929 2.0665;0.203951 0.282265 2.07973;0.645434 0.339072 2.06349;0.226968 0.306828 2.06612;0.591496 0.400794 2.07391;0.286586 0.355691 2.05276;0.598327 0.286258 2.02043;0.264281 0.249045 2.0229;0.491788 -0.459398 2.10256;0.338875 -0.46477 2.12679;0.507177 -0.768459 2.10866;0.286945 -0.78747 2.05621;0.473847 -1.14956 2.17249;0.199753 -1.09755 2.04594;0.452291 -1.2146 2.11718;0.185019 -1.11948 1.92173;119;
1525193545897;0.451744 0.294255 2.23977;0.454343 0.136316 2.20402;0.450987 0.0627446 2.20146;0.439391 -0.162419 2.18408;0.423553 -0.470043 2.14992;0.612275 0.0443495 2.17911;0.276776 0.0617179 2.22098;0.820163 0.104746 2.17911;0.0776794 0.119171 2.18615;0.694795 0.287673 2.06537;0.213915 0.257786 2.08658;0.64359 0.334152 2.06241;0.230482 0.304083 2.05778;0.597245 0.389185 2.07858;0.28216 0.357128 2.04321;0.602426 0.294034 2.04332;0.265221 0.243144 2.02214;0.493749 -0.460437 2.10408;0.340053 -0.464617 2.12639;0.507852 -0.768702 2.10936;0.286954 -0.787362 2.05628;0.48124 -1.1088 2.16816;0.199866 -1.0981 2.04582;0.463757 -1.13163 2.04399;0.186218 -1.12006 1.92149;120;
1525193545950;0.455548 0.294763 2.23918;0.457001 0.137732 2.20307;0.453599 0.0639363 2.20066;0.441681 -0.161821 2.18374;0.424884 -0.469974 2.15006;0.614967 0.045262 2.17981;0.278472 0.0610152 2.2197;0.822066 0.107109 2.17981;0.0776863 0.118612 2.18416;0.695382 0.285648 2.06399;0.219401 0.28467 2.07075;0.642858 0.330052 2.0647;0.233553 0.302153 2.05563;0.597881 0.382555 2.08432;0.280382 0.361371 2.03931;0.60624 0.29704 2.05397;0.274932 0.242582 2.0242;0.495039 -0.460517 2.10461;0.341386 -0.464359 2.12607;0.508298 -0.769414 2.10997;0.286976 -0.786503 2.05644;0.470264 -1.16093 2.17723;0.20019 -1.09887 2.04696;0.45115 -1.22312 2.11326;0.187019 -1.12086 1.9226;121;
1525193546082;0.461398 0.29645 2.23439;0.458934 0.138824 2.20091;0.455403 0.0648243 2.19885;0.442998 -0.161438 2.18284;0.425399 -0.469961 2.14996;0.617916 0.0460852 2.17987;0.280259 0.0602815 2.21511;0.822295 0.107435 2.17987;0.0781025 0.118589 2.18176;0.693476 0.283436 2.06224;0.219983 0.284763 2.06859;0.639493 0.324258 2.06224;0.237205 0.305886 2.04772;0.594216 0.381492 2.08272;0.28861 0.36592 2.02868;0.599639 0.294344 2.05837;0.27319 0.246521 2.0114;0.495471 -0.460619 2.10469;0.341999 -0.464168 2.12566;0.508497 -0.769577 2.11031;0.288424 -0.781776 2.05679;0.470664 -1.15936 2.17607;0.200436 -1.09772 2.0463;0.451275 -1.22145 2.11191;0.188483 -1.11978 1.92182;122;
1525193546182;0.463657 0.29631 2.23079;0.460995 0.138715 2.19818;0.45727 0.0647305 2.19646;0.44421 -0.161507 2.18143;0.425684 -0.469991 2.14965;0.618949 0.0463974 2.17892;0.281101 0.0600408 2.21214;0.821949 0.107592 2.17892;0.0767934 0.117608 2.17435;0.691122 0.281408 2.059;0.220448 0.28539 2.06615;0.636048 0.324551 2.05756;0.227746 0.303169 2.04613;0.587972 0.376723 2.07411;0.264633 0.370554 2.03213;0.604318 0.287902 2.04183;0.259301 0.266007 2.02477;0.495716 -0.460766 2.10464;0.342327 -0.46396 2.12476;0.508507 -0.769591 2.1103;0.288497 -0.780521 2.0566;0.475753 -1.13428 2.17142;0.199945 -1.09783 2.04615;0.453639 -1.20739 2.11775;0.188532 -1.11989 1.92178;123;
1525193546249;0.464086 0.295539 2.22694;0.461416 0.138655 2.19626;0.457713 0.0647276 2.19463;0.444639 -0.161368 2.17998;0.425845 -0.469751 2.14891;0.618325 0.0462108 2.17872;0.277327 0.0625747 2.208;0.823061 0.104184 2.17872;0.0785081 0.117145 2.17188;0.689439 0.279868 2.05577;0.221415 0.285849 2.06407;0.633742 0.322238 2.0521;0.239797 0.303811 2.04313;0.586958 0.374745 2.06768;0.293182 0.364551 2.03372;0.586656 0.270963 2.0049;0.277407 0.245405 2.0024;0.49583 -0.460711 2.10442;0.34239 -0.463403 2.12317;0.508603 -0.76999 2.11006;0.288579 -0.778404 2.05599;0.475707 -1.1338 2.17143;0.199926 -1.09767 2.0459;0.461875 -1.15645 2.04736;0.189814 -1.11973 1.92155;124;
1525193546282;0.464075 0.295131 2.22532;0.461498 0.138714 2.19558;0.457834 0.0647892 2.19398;0.444841 -0.161306 2.17945;0.425988 -0.469696 2.14865;0.618633 0.0462765 2.17785;0.275913 0.0634807 2.2066;0.823345 0.103608 2.17785;0.0766552 0.116217 2.16876;0.670037 0.28762 2.05147;0.2209 0.28526 2.06342;0.633027 0.321641 2.05226;0.239785 0.303587 2.04415;0.58956 0.380974 2.06867;0.293204 0.364577 2.03384;0.588002 0.272231 2.00642;0.271901 0.247888 2.0087;0.495878 -0.46076 2.10442;0.34265 -0.463029 2.12231;0.508569 -0.770092 2.10993;0.288488 -0.778206 2.05557;0.476189 -1.13162 2.17146;0.19966 -1.09844 2.04601;0.462567 -1.15431 2.04736;0.189772 -1.1205 1.92165;125;
1525193546314;0.463832 0.294783 2.22321;0.461799 0.138728 2.19392;0.458148 0.0648096 2.19243;0.445148 -0.161275 2.17827;0.426123 -0.46965 2.14805;0.618515 0.0463133 2.17722;0.27712 0.0627249 2.20513;0.823147 0.103472 2.17722;0.0700682 0.117647 2.15931;0.675243 0.284989 2.04708;0.220414 0.285482 2.06128;0.633523 0.322338 2.05012;0.240717 0.303803 2.04265;0.585929 0.382997 2.0664;0.292767 0.364037 2.03084;0.589348 0.276371 2.00733;0.276001 0.245881 1.99883;0.49601 -0.460784 2.10424;0.342644 -0.462899 2.12121;0.50854 -0.769871 2.10954;0.288039 -0.778162 2.05479;0.476021 -1.12992 2.17112;0.19965 -1.09848 2.04603;0.462564 -1.1526 2.04714;0.189929 -1.12052 1.9218;126;
1525193546348;0.463735 0.294565 2.22156;0.462304 0.137873 2.19121;0.458678 0.0641095 2.18997;0.445693 -0.161576 2.17652;0.426486 -0.469568 2.14719;0.618472 0.0463699 2.17673;0.277809 0.0622092 2.20372;0.822869 0.103451 2.17673;0.0700391 0.117363 2.1592;0.677434 0.283337 2.04718;0.209227 0.249475 2.04275;0.632855 0.323258 2.05011;0.241667 0.300909 2.04051;0.587536 0.383775 2.06597;0.294954 0.365562 2.03172;0.591692 0.279784 2.0073;0.277729 0.241416 1.994;0.496279 -0.460896 2.10397;0.342984 -0.4625 2.11958;0.508549 -0.769905 2.10948;0.288142 -0.777857 2.0545;0.476941 -1.12443 2.16997;0.199465 -1.09483 2.04573;0.463662 -1.14722 2.04597;0.189943 -1.11696 1.92148;127;
1525193546383;0.463326 0.294607 2.21939;0.462249 0.137979 2.19032;0.45867 0.0642351 2.18913;0.445804 -0.161393 2.17584;0.426648 -0.46931 2.14677;0.618663 0.0468033 2.17621;0.277863 0.0622274 2.20332;0.822773 0.103608 2.17621;0.0703211 0.116956 2.15748;0.679052 0.282216 2.04725;0.220226 0.282092 2.05317;0.632635 0.323464 2.05006;0.239537 0.301222 2.03933;0.587815 0.383958 2.06697;0.292392 0.362519 2.02875;0.59056 0.283252 2.00728;0.273784 0.242146 1.99594;0.496378 -0.460789 2.10389;0.34314 -0.462142 2.11882;0.50831 -0.77074 2.10925;0.28805 -0.777363 2.05391;0.476967 -1.12412 2.16995;0.199288 -1.0958 2.04588;0.463632 -1.14691 2.04597;0.189716 -1.11792 1.92166;128;
1525193546515;0.462318 0.294935 2.21751;0.462236 0.138248 2.18962;0.458617 0.064507 2.18839;0.445605 -0.16111 2.175;0.426141 -0.468978 2.14589;0.617394 0.0475947 2.17457;0.277793 0.0622771 2.20206;0.82207 0.103739 2.17457;0.0702458 0.116752 2.15734;0.679841 0.281644 2.04701;0.215409 0.251143 2.02418;0.633261 0.324656 2.04898;0.239528 0.30091 2.03733;0.588695 0.385232 2.06994;0.292049 0.363142 2.02585;0.588686 0.291522 2.00331;0.272919 0.240584 1.9895;0.496025 -0.460654 2.10316;0.342501 -0.461683 2.11799;0.507996 -0.770484 2.1089;0.287112 -0.777202 2.05289;0.47697 -1.12414 2.16984;0.199211 -1.0958 2.04569;0.463482 -1.14686 2.046;0.189487 -1.11785 1.92161;129;
1525193546617;0.459597 0.294788 2.21432;0.460346 0.138479 2.18809;0.457004 0.0647244 2.18708;0.444703 -0.160932 2.17428;0.425824 -0.468843 2.14571;0.61625 0.0476276 2.17297;0.277422 0.0625089 2.2015;0.821423 0.103711 2.17297;0.0731005 0.117144 2.15714;0.680186 0.281131 2.0466;0.221464 0.284759 2.05436;0.633243 0.32681 2.0485;0.24058 0.301049 2.04086;0.589111 0.385667 2.06977;0.2921 0.364206 2.03734;0.592443 0.289126 2.0009;0.271064 0.243626 1.99786;0.495775 -0.460537 2.1031;0.342122 -0.461572 2.11774;0.507822 -0.770106 2.10859;0.286357 -0.777424 2.05247;0.476972 -1.12406 2.16992;0.200331 -1.09308 2.04451;0.463177 -1.14685 2.04606;0.19028 -1.11522 1.92039;130;
1525193546682;0.457208 0.294795 2.21208;0.458222 0.137773 2.18497;0.455142 0.0642003 2.18448;0.443573 -0.161026 2.17302;0.425356 -0.468653 2.14554;0.615047 0.0473092 2.17318;0.274577 0.0643097 2.20094;0.821036 0.103625 2.17318;0.0743647 0.117465 2.15704;0.68054 0.280633 2.04624;0.222348 0.28534 2.05399;0.631747 0.326596 2.04691;0.241919 0.300587 2.04009;0.58781 0.385395 2.06522;0.288557 0.362548 2.02707;0.592086 0.287129 1.9998;0.278146 0.241255 1.99276;0.495359 -0.460339 2.10298;0.341614 -0.461433 2.11758;0.507628 -0.770146 2.10854;0.285497 -0.777118 2.05176;0.473181 -1.14598 2.17221;0.200324 -1.09296 2.04442;0.452174 -1.21067 2.11657;0.190598 -1.11522 1.92025;131;
1525193546715;0.456007 0.294493 2.20998;0.45717 0.137604 2.1839;0.45422 0.0640312 2.18357;0.443054 -0.161153 2.17259;0.425232 -0.468681 2.14556;0.61423 0.0471762 2.17206;0.274529 0.0643311 2.20068;0.820766 0.103582 2.17206;0.075746 0.117621 2.15728;0.680806 0.280284 2.04598;0.223553 0.285579 2.05399;0.630661 0.32727 2.048;0.243471 0.30193 2.04024;0.582147 0.384774 2.06646;0.293194 0.365217 2.02806;0.590828 0.287575 2.00353;0.277318 0.242126 1.99552;0.495225 -0.460434 2.10302;0.341464 -0.461419 2.11763;0.507328 -0.770723 2.10868;0.284796 -0.777089 2.05124;0.472945 -1.14934 2.17199;0.200294 -1.09365 2.04424;0.452384 -1.21445 2.11744;0.190315 -1.11596 1.92004;132;
1525193546814;0.45447 0.294291 2.20815;0.455964 0.137531 2.18302;0.45323 0.0639588 2.18286;0.442642 -0.161196 2.17234;0.425202 -0.468676 2.14562;0.613655 0.0469949 2.17128;0.274263 0.064562 2.20056;0.820077 0.102032 2.17128;0.0763895 0.117858 2.15742;0.681417 0.279569 2.04564;0.223965 0.285711 2.05347;0.632763 0.325741 2.05106;0.243754 0.301558 2.03937;0.583876 0.381879 2.06444;0.293198 0.362585 2.02311;0.594388 0.283155 2.00806;0.27545 0.243027 1.99019;0.495189 -0.460418 2.10305;0.341432 -0.461448 2.11779;0.507198 -0.770686 2.10889;0.284535 -0.777109 2.05127;0.472651 -1.14986 2.17215;0.200267 -1.09383 2.04398;0.452255 -1.21454 2.11643;0.201538 -1.17383 2.05469;133;
1525193546848;0.453347 0.294104 2.20672;0.446036 0.138415 2.18645;0.445174 0.0647368 2.18552;0.439168 -0.160691 2.17337;0.424942 -0.468473 2.14581;0.612933 0.046741 2.17167;0.272403 0.0657292 2.20051;0.819831 0.099645 2.17167;0.0766814 0.117823 2.15735;0.681623 0.279369 2.04564;0.224746 0.285232 2.05331;0.633006 0.325531 2.05168;0.243946 0.300559 2.03973;0.58478 0.382478 2.06769;0.293064 0.359764 2.01964;0.59483 0.283805 2.00669;0.27539 0.243094 1.99097;0.494956 -0.460219 2.10318;0.341123 -0.461253 2.11811;0.507045 -0.770844 2.10911;0.284178 -0.77709 2.05114;0.472214 -1.15096 2.17203;0.200619 -1.09282 2.04411;0.4515 -1.21562 2.1163;0.190689 -1.11507 1.91993;134;
1525193546882;0.452187 0.294541 2.2051;0.446457 0.138519 2.18522;0.44531 0.0648226 2.18464;0.438953 -0.16063 2.17306;0.424716 -0.468388 2.14588;0.612352 0.0464208 2.17199;0.272316 0.0658652 2.20044;0.808916 0.0915929 2.17199;0.0771741 0.117976 2.15727;0.682454 0.278851 2.04504;0.225348 0.285142 2.05311;0.635812 0.325261 2.04943;0.244557 0.30069 2.03913;0.589861 0.382451 2.06337;0.293259 0.359997 2.02097;0.592543 0.283845 2.00474;0.276621 0.242798 1.99003;0.494755 -0.460131 2.10328;0.340864 -0.461187 2.11817;0.506498 -0.770084 2.10921;0.283775 -0.777259 2.051;0.474952 -1.12849 2.16911;0.200282 -1.0934 2.04397;0.461422 -1.15137 2.04521;0.206202 -1.18175 2.06168;135;
1525193546966;0.451687 0.294302 2.20389;0.442643 0.138649 2.18645;0.44172 0.0649224 2.18573;0.436403 -0.160605 2.1738;0.424139 -0.468371 2.14623;0.612271 0.0462889 2.17137;0.27096 0.0667092 2.20059;0.806425 0.0893416 2.17137;0.0772703 0.118027 2.15709;0.682715 0.278712 2.04441;0.225991 0.284684 2.05311;0.637099 0.326555 2.04927;0.245062 0.299528 2.03901;0.590882 0.38391 2.06293;0.291613 0.359182 2.02191;0.599528 0.283457 2.00583;0.276729 0.243117 1.99508;0.494166 -0.46011 2.1037;0.340287 -0.461198 2.11852;0.506184 -0.770463 2.10947;0.283419 -0.777499 2.05107;0.475028 -1.12827 2.16901;0.199761 -1.09747 2.04364;0.461361 -1.15114 2.04511;0.189819 -1.11969 1.91949;136;
1525193547016;0.451071 0.294397 2.20318;0.440489 0.138886 2.1867;0.439601 0.0650917 2.18599;0.434594 -0.160631 2.17407;0.423447 -0.468513 2.14654;0.611608 0.0460933 2.17027;0.270939 0.0665988 2.20036;0.804264 0.0875332 2.17027;0.0776068 0.118339 2.15617;0.682876 0.278434 2.04389;0.226724 0.28454 2.05225;0.636463 0.326543 2.04896;0.245571 0.296735 2.03812;0.590519 0.383553 2.06353;0.292061 0.356474 2.02785;0.595784 0.283959 2.0033;0.279927 0.242304 1.98806;0.49342 -0.460446 2.10422;0.339614 -0.461201 2.11872;0.50589 -0.769767 2.10951;0.282763 -0.77792 2.0509;0.472055 -1.14602 2.16926;0.199527 -1.09768 2.0434;0.458203 -1.16868 2.04547;0.189339 -1.11989 1.91928;137;
1525193547086;0.448722 0.294664 2.19958;0.439514 0.138997 2.18698;0.438642 0.0651649 2.18622;0.433766 -0.160665 2.17422;0.423158 -0.468608 2.14664;0.610996 0.0458475 2.17079;0.270855 0.0665535 2.20016;0.802672 0.086304 2.17079;0.0781346 0.118788 2.15429;0.68296 0.27794 2.04365;0.227605 0.285147 2.05148;0.635952 0.324311 2.04946;0.244249 0.295822 2.03795;0.588609 0.381734 2.06661;0.293126 0.354966 2.02389;0.592978 0.28341 2.00464;0.27941 0.243036 1.99078;0.493158 -0.460616 2.1044;0.339275 -0.461242 2.11874;0.504636 -0.765185 2.10902;0.282411 -0.777832 2.0508;0.473819 -1.13489 2.16851;0.199039 -1.09638 2.04218;0.460122 -1.15768 2.04464;0.189052 -1.1186 1.91803;138;
1525193547316;0.444605 0.289238 2.17541;0.439113 0.138546 2.18705;0.4382 0.0647102 2.18622;0.433194 -0.161159 2.17394;0.422697 -0.469095 2.14606;0.611003 0.0457211 2.17077;0.270694 0.0658915 2.19951;0.795699 0.0755382 2.17077;0.0695034 0.104328 2.1404;0.663113 0.275327 2.04189;0.197667 0.261499 2.05643;0.629244 0.308472 2.04415;0.23148 0.298475 2.05184;0.58916 0.357937 2.03667;0.27701 0.343828 2.03345;0.584305 0.267232 2.00764;0.258175 0.24597 2.01073;0.492949 -0.460965 2.10426;0.338452 -0.461881 2.11748;0.503858 -0.765128 2.10828;0.28045 -0.776303 2.04645;0.472058 -1.14237 2.16888;0.19859 -1.09598 2.04104;0.458547 -1.16508 2.04497;0.188759 -1.1182 1.91682;139;
1525193547350;0.441659 0.287488 2.16907;0.438437 0.138123 2.18713;0.437504 0.0642774 2.18619;0.432446 -0.161642 2.1736;0.422143 -0.46963 2.14535;0.610811 0.0455301 2.17059;0.27055 0.0653654 2.19865;0.793308 0.0713394 2.17059;0.062702 0.0962426 2.1378;0.661336 0.271797 2.04096;0.195795 0.259363 2.05644;0.627816 0.302211 2.04036;0.226854 0.294182 2.05144;0.585901 0.353287 2.02843;0.271345 0.34226 2.02802;0.582904 0.263149 2.00652;0.24997 0.24305 2.00947;0.492663 -0.461388 2.104;0.337593 -0.462493 2.11622;0.502749 -0.765947 2.10751;0.278724 -0.775015 2.04243;0.472216 -1.14825 2.17115;0.197751 -1.09661 2.03887;0.45106 -1.21264 2.11435;0.188102 -1.11882 1.91458;140;
1525193547421;0.437549 0.28688 2.1665;0.436831 0.137436 2.18629;0.43586 0.0635594 2.18529;0.4308 -0.162426 2.17257;0.420931 -0.470413 2.14439;0.610212 0.0453987 2.17068;0.269627 0.063955 2.19715;0.789816 0.0687755 2.17068;0.0593723 0.0916569 2.13734;0.653002 0.266397 2.03728;0.194557 0.258373 2.05528;0.620739 0.292296 2.03374;0.220934 0.290233 2.04862;0.57527 0.349407 2.026;0.267518 0.336134 2.0303;0.573007 0.255104 2.00253;0.238023 0.236046 2.00157;0.491697 -0.462051 2.1031;0.336251 -0.463347 2.11535;0.501462 -0.765834 2.10652;0.276109 -0.773732 2.03601;0.472104 -1.15145 2.17121;0.197393 -1.09716 2.03609;0.45021 -1.2158 2.11463;0.188125 -1.11936 1.91172;141;
1525193547483;0.430332 0.284753 2.16305;0.437836 0.135259 2.17541;0.436125 0.0616198 2.17587;0.429437 -0.163765 2.16677;0.418449 -0.471249 2.14176;0.603459 0.0445042 2.16112;0.267443 0.0629842 2.1953;0.776582 0.0814403 2.16112;0.0571072 0.0901686 2.13812;0.652434 0.259018 2.03055;0.195807 0.273578 2.05297;0.604487 0.295698 2.03371;0.220864 0.30335 2.04979;0.556549 0.363028 2.03688;0.265649 0.338788 2.03194;0.555125 0.257766 2.0033;0.235818 0.258441 2.02494;0.488941 -0.462906 2.09994;0.334193 -0.464115 2.11335;0.499827 -0.765315 2.10518;0.273284 -0.769691 2.02731;0.471845 -1.15143 2.17138;0.197536 -1.09591 2.03349;0.445778 -1.21588 2.11795;0.185967 -1.11836 1.90934;142;
