Time;Head;Neck;Spine Shoulder;Spine Mid;Spine Base;R Shoulder;L Shoulder;R Elbow;L Elbow;R Wrist;L Wrist;R Hand;L Hand;R Foot;L Foot;Frame No.;
1525195535134;0.254386 0.466428 2.66618;0.260996 0.311697 2.70337;0.262376 0.235126 2.70872;0.265608 0.00101438 2.71498;0.26897 -0.317717 2.71289;0.442757 0.243678 2.70687;0.0892414 0.242129 2.77203;0.583825 0.0753283 2.70687;-0.0392049 0.0635688 2.84947;0.595291 0.232351 2.59996;-0.088508 0.221116 2.69823;0.589417 0.305165 2.562;-0.0981492 0.294568 2.66299;0.493896 -1.29102 2.67773;0.083313 -1.28613 2.70508;0;
1525195535300;0.252423 0.468504 2.67019;0.260659 0.312559 2.70315;0.26201 0.235798 2.70857;0.265158 0.00129192 2.71501;0.268148 -0.317842 2.71311;0.44225 0.243371 2.70691;0.0887542 0.242481 2.77229;0.57579 0.0670154 2.70691;-0.0394644 0.0642762 2.85039;0.594624 0.275165 2.58309;-0.0896828 0.222149 2.6986;0.594067 0.297109 2.56154;-0.102355 0.298923 2.66236;0.494269 -1.29131 2.67793;0.0827892 -1.28552 2.70416;1;
1525195535364;0.24946 0.474088 2.67749;0.26077 0.313776 2.70223;0.261986 0.236635 2.70801;0.264976 0.00144595 2.71505;0.2673 -0.318267 2.7138;0.441555 0.242983 2.70722;0.0884053 0.242714 2.77232;0.59022 0.0260799 2.70722;-0.0564849 0.0599403 2.85179;0.595541 0.246304 2.6054;-0.0923043 0.237829 2.69602;0.599214 0.287592 2.56441;-0.102389 0.302988 2.665;0.494316 -1.29146 2.67792;0.082119 -1.2853 2.70304;2;
1525195535665;0.253004 0.476439 2.68015;0.26055 0.313952 2.70255;0.261649 0.236828 2.70842;0.264039 0.00159519 2.71589;0.265263 -0.318438 2.71549;0.440611 0.24213 2.71013;0.0882194 0.243137 2.77253;0.574569 0.0317411 2.71013;-0.0494804 0.0608098 2.85473;0.593723 0.257942 2.59839;-0.0938876 0.237876 2.69876;0.590853 0.290886 2.57455;-0.110701 0.30184 2.67493;0.494381 -1.29158 2.67823;0.0821142 -1.28532 2.70304;3;
1525195535900;0.251907 0.476221 2.68051;0.259424 0.314871 2.70348;0.260569 0.237677 2.70946;0.263048 0.00215035 2.71741;0.264567 -0.318367 2.71784;0.439188 0.2421 2.71064;0.0872232 0.244084 2.77632;0.571157 0.0352127 2.71064;-0.0303648 0.0532827 2.86899;0.593762 0.263355 2.59622;-0.0987647 0.231276 2.71923;0.589575 0.294152 2.57487;-0.115514 0.291945 2.69974;0.495059 -1.2921 2.67905;0.081858 -1.28662 2.70529;4;
1525195536097;0.251451 0.47617 2.68054;0.258869 0.315141 2.70374;0.260051 0.237897 2.70982;0.262575 0.00217518 2.71813;0.26427 -0.318766 2.71931;0.438145 0.242099 2.71013;0.0871112 0.243414 2.77907;0.569473 0.0367624 2.71013;-0.0177722 0.0467276 2.88093;0.592269 0.266486 2.59462;-0.0985559 0.226954 2.72941;0.582119 0.294853 2.56833;-0.116087 0.288563 2.70826;0.495063 -1.29216 2.67883;0.0814664 -1.28627 2.70443;5;
1525195536150;0.25086 0.475549 2.68;0.258193 0.315242 2.70399;0.259418 0.237955 2.71019;0.26198 0.00201565 2.71906;0.26392 -0.31942 2.72137;0.43768 0.242087 2.71005;0.0870859 0.242649 2.78151;0.568851 0.0388153 2.71005;-0.015183 0.0457036 2.88364;0.587086 0.2687 2.59305;-0.0985758 0.224964 2.73386;0.580049 0.296776 2.56136;-0.116287 0.285209 2.71343;0.495029 -1.29205 2.67878;0.0815812 -1.28599 2.70413;6;
1525195536618;0.251071 0.475671 2.66843;0.259165 0.316891 2.69591;0.260223 0.238913 2.70432;0.262391 0.00173499 2.71761;0.264333 -0.320504 2.72174;0.436478 0.24145 2.69611;0.0881439 0.242705 2.78135;0.58239 0.0403762 2.69611;0.000172758 0.0435728 2.88876;0.577666 0.252565 2.5708;-0.0995043 0.218443 2.74438;0.568978 0.292493 2.52162;-0.121105 0.274422 2.72411;0.495128 -1.29216 2.67883;0.0814924 -1.28645 2.70176;7;
1525195536765;0.250549 0.473477 2.65919;0.259492 0.316507 2.6897;0.260613 0.238556 2.69832;0.26291 0.00111856 2.7135;0.264784 -0.321235 2.72057;0.436572 0.241495 2.69606;0.0893587 0.242603 2.78004;0.588388 0.0391999 2.69606;0.00136632 0.0430904 2.88846;0.578 0.231022 2.5603;-0.099766 0.216982 2.74573;0.57001 0.292868 2.52388;-0.12133 0.276886 2.71705;0.495396 -1.29232 2.67855;0.0817836 -1.28661 2.70208;8;
1525195536865;0.25045 0.474301 2.6563;0.259698 0.317421 2.687;0.260857 0.239425 2.6955;0.263281 0.00155322 2.7107;0.265263 -0.321526 2.71882;0.436122 0.241667 2.69081;0.0901285 0.24256 2.77728;0.578454 0.0486137 2.69081;0.00130106 0.0429195 2.88818;0.56971 0.257985 2.56077;-0.100036 0.216498 2.7452;0.569995 0.290623 2.522;-0.124853 0.275934 2.71092;0.495406 -1.29233 2.67853;0.0814994 -1.2864 2.702;9;
1525195537299;0.25294 0.470447 2.64157;0.259097 0.31557 2.67687;0.260272 0.237823 2.68492;0.262814 0.000467881 2.69909;0.265113 -0.322193 2.70729;0.435638 0.240145 2.68212;0.0888148 0.24464 2.76105;0.575721 0.0482003 2.68212;-0.0085407 0.0433996 2.86743;0.572805 0.259019 2.55972;-0.105733 0.211836 2.71686;0.576674 0.288909 2.52315;-0.124596 0.283525 2.67208;0.49544 -1.29253 2.67832;0.0814748 -1.2867 2.70048;10;
1525195537398;0.253648 0.469305 2.63521;0.25786 0.314473 2.67018;0.259156 0.236886 2.6786;0.262053 -0.000164933 2.69387;0.264778 -0.322624 2.70343;0.435173 0.239908 2.67821;0.0875143 0.245273 2.753;0.57302 0.0474661 2.67821;-0.0139284 0.0464784 2.85951;0.575071 0.258941 2.55846;-0.106957 0.214212 2.70851;0.57751 0.288868 2.52018;-0.124508 0.281991 2.66269;0.49556 -1.2925 2.67816;0.0811807 -1.28674 2.70097;11;
1525195537616;0.248163 0.469827 2.62966;0.257159 0.314446 2.66659;0.258497 0.236866 2.67501;0.261544 -0.000230531 2.69036;0.264513 -0.322826 2.70013;0.433385 0.240179 2.67401;0.0859201 0.245296 2.74782;0.570766 0.0458057 2.67401;-0.0161075 0.0470641 2.85297;0.576606 0.258816 2.55838;-0.106518 0.216279 2.69643;0.579309 0.290944 2.51999;-0.120154 0.283126 2.65327;0.495484 -1.29243 2.67814;0.0812823 -1.28613 2.701;12;
1525195537785;0.243812 0.4711 2.62653;0.255109 0.314883 2.66248;0.256635 0.237222 2.671;0.260231 -0.000158237 2.68668;0.263879 -0.323153 2.69685;0.431255 0.240269 2.66879;0.0838243 0.243931 2.74311;0.5653 0.0436852 2.66879;-0.0174426 0.0455488 2.84916;0.576515 0.262034 2.55408;-0.107259 0.214255 2.69277;0.572576 0.289368 2.51709;-0.125235 0.280871 2.65077;0.495636 -1.29215 2.67827;0.0812689 -1.28596 2.70101;13;
1525195537829;0.240775 0.472064 2.62485;0.2535 0.315211 2.65952;0.255203 0.237516 2.66817;0.259311 2.5099e-06 2.68418;0.263576 -0.323188 2.69477;0.430033 0.240779 2.66638;0.0826906 0.243668 2.74097;0.563866 0.0428603 2.66638;-0.0175967 0.0445325 2.84726;0.576447 0.263752 2.55132;-0.108038 0.21318 2.69013;0.571442 0.289091 2.51516;-0.126657 0.281121 2.64729;0.495561 -1.29207 2.67852;0.0812025 -1.28531 2.70103;14;
1525195538098;0.229079 0.483205 2.63121;0.251985 0.323711 2.64759;0.253871 0.244527 2.65792;0.258499 0.00328289 2.67825;0.26331 -0.322877 2.69276;0.427218 0.242492 2.65815;0.0811684 0.243706 2.73341;0.563467 0.0413994 2.65815;-0.0177376 0.0468458 2.83474;0.57789 0.260948 2.54762;-0.107185 0.210684 2.68091;0.575246 0.283611 2.50597;-0.118324 0.274788 2.63145;0.495927 -1.29215 2.67845;0.0810496 -1.28515 2.70118;15;
1525195538351;0.227563 0.48415 2.63107;0.252017 0.3248 2.64356;0.253686 0.245749 2.65388;0.25772 0.00455124 2.67463;0.262104 -0.32229 2.69058;0.426652 0.242874 2.65349;0.0808232 0.246289 2.72546;0.56149 0.0381343 2.65349;-0.0222485 0.0550003 2.82092;0.581679 0.257301 2.54727;-0.105281 0.212837 2.66956;0.588014 0.280366 2.51098;-0.11772 0.282922 2.62139;0.496557 -1.29212 2.67743;0.0809405 -1.28472 2.70074;16;
1525195538416;0.225999 0.485069 2.62968;0.25161 0.324858 2.63856;0.253107 0.245983 2.64897;0.256659 0.00509965 2.67015;0.260539 -0.321846 2.68716;0.42633 0.242767 2.65128;0.0806006 0.248041 2.71923;0.561255 0.0345885 2.65128;-0.0231755 0.0559037 2.81778;0.582929 0.256079 2.5461;-0.105329 0.214462 2.66292;0.588143 0.280302 2.50996;-0.115624 0.279492 2.61854;0.49645 -1.2921 2.6763;0.0813754 -1.28419 2.70056;17;
1525195538526;0.225414 0.485174 2.62934;0.251225 0.324514 2.63827;0.252749 0.245722 2.64863;0.256336 0.00501982 2.66957;0.260247 -0.321756 2.68621;0.426063 0.242488 2.65043;0.0804304 0.248283 2.71819;0.558907 0.0339626 2.65043;-0.0234994 0.0564117 2.8161;0.584607 0.254989 2.54644;-0.105391 0.214896 2.66077;0.588555 0.281679 2.51312;-0.116967 0.281042 2.62071;0.496268 -1.29152 2.67601;0.0812571 -1.28385 2.70044;18;
1525195538549;0.224895 0.485621 2.62889;0.251457 0.325105 2.63675;0.25288 0.246272 2.64726;0.256229 0.00538911 2.66868;0.259956 -0.32168 2.68588;0.425899 0.242338 2.65016;0.0803375 0.24835 2.71809;0.557361 0.0335295 2.65016;-0.0234571 0.0568654 2.81545;0.584993 0.254607 2.54675;-0.105237 0.214599 2.6597;0.588242 0.281389 2.51552;-0.117216 0.282125 2.61985;0.496141 -1.29115 2.67556;0.0810281 -1.28352 2.70033;19;
1525195538588;0.224634 0.485726 2.62863;0.251319 0.325212 2.63655;0.252728 0.246406 2.64705;0.256042 0.00557677 2.66845;0.259733 -0.321532 2.68573;0.42575 0.242313 2.64995;0.0803152 0.248993 2.71673;0.556237 0.0333398 2.64995;-0.0237928 0.05731 2.81448;0.585184 0.254199 2.54715;-0.105295 0.21493 2.65841;0.588158 0.281767 2.51516;-0.117844 0.28103 2.61868;0.496015 -1.29084 2.67519;0.0810214 -1.28351 2.7003;20;
1525195538789;0.219551 0.484801 2.63087;0.248297 0.324701 2.63786;0.250302 0.246078 2.64815;0.254993 0.00558028 2.6691;0.259575 -0.321439 2.68607;0.424971 0.242753 2.65038;0.0792388 0.249151 2.71724;0.55286 0.0332753 2.65038;-0.0239979 0.0574956 2.81437;0.584669 0.251496 2.55349;-0.105392 0.215031 2.65774;0.585162 0.285455 2.52492;-0.11807 0.281278 2.61888;0.496608 -1.29086 2.6748;0.0808138 -1.28335 2.70022;21;
1525195539033;0.217264 0.484916 2.64002;0.244245 0.32478 2.64172;0.246743 0.246157 2.65186;0.252879 0.00565296 2.67236;0.259064 -0.321479 2.68908;0.420446 0.243809 2.65573;0.0753402 0.247732 2.72253;0.552192 0.0336068 2.65573;-0.0209411 0.055024 2.82308;0.581356 0.256499 2.55992;-0.108009 0.212236 2.66463;0.575663 0.290736 2.53668;-0.125894 0.277021 2.64181;0.497372 -1.29209 2.67429;0.0811822 -1.28279 2.70089;22;
1525195539085;0.21721 0.485326 2.6425;0.241155 0.32504 2.64452;0.244103 0.246341 2.65459;0.251516 0.00564171 2.67491;0.25924 -0.321794 2.69175;0.418956 0.244465 2.65777;0.0738039 0.246764 2.72473;0.547233 0.0661734 2.65777;-0.019563 0.0532235 2.82931;0.576421 0.267544 2.54261;-0.110631 0.209996 2.67075;0.570193 0.290717 2.53797;-0.131836 0.27387 2.64766;0.497502 -1.29218 2.67489;0.0813605 -1.28298 2.70107;23;
1525195539183;0.218934 0.486348 2.64654;0.237821 0.32531 2.64783;0.241013 0.246629 2.65804;0.249336 0.00596652 2.67871;0.258583 -0.321494 2.69598;0.416221 0.245631 2.66097;0.0714063 0.246308 2.72864;0.545971 0.0674604 2.66097;-0.0189203 0.0520104 2.83644;0.573565 0.26952 2.54396;-0.11305 0.208539 2.67776;0.566401 0.290989 2.54181;-0.133674 0.268474 2.65818;0.497756 -1.29244 2.67586;0.0813371 -1.28283 2.70107;24;
1525195539416;0.217045 0.485591 2.64925;0.234301 0.323432 2.65605;0.237488 0.245064 2.66588;0.246017 0.00528285 2.68548;0.256 -0.321246 2.70117;0.413806 0.245269 2.66623;0.0686267 0.246596 2.73761;0.545485 0.0682283 2.66623;-0.0181046 0.0513363 2.85129;0.571313 0.265093 2.55001;-0.1156 0.206403 2.69234;0.568826 0.291168 2.55279;-0.134054 0.266559 2.67093;0.49749 -1.2919 2.67633;0.0812714 -1.28306 2.70108;25;
1525195539482;0.21529 0.484704 2.65168;0.233138 0.323148 2.65963;0.236192 0.244747 2.6695;0.244386 0.00488412 2.68919;0.254124 -0.321728 2.70484;0.412473 0.244408 2.66952;0.067263 0.246232 2.74269;0.544479 0.0686982 2.66952;-0.0178411 0.0518352 2.85543;0.572502 0.267958 2.5534;-0.116174 0.206497 2.69447;0.570678 0.29129 2.55586;-0.134832 0.268431 2.67207;0.497579 -1.29195 2.6764;0.0811926 -1.28312 2.70119;26;
1525195539515;0.213968 0.484751 2.65408;0.232546 0.32319 2.66088;0.235458 0.244745 2.67087;0.243188 0.0047253 2.69095;0.252263 -0.322155 2.70714;0.411675 0.243643 2.67137;0.066626 0.246067 2.74503;0.544473 0.0689059 2.67137;-0.0178824 0.0520239 2.85681;0.57391 0.276376 2.56082;-0.116708 0.206316 2.69654;0.570519 0.291628 2.55561;-0.134288 0.266249 2.67196;0.497559 -1.29173 2.6762;0.0810511 -1.28387 2.70144;27;
1525195539665;0.213901 0.485726 2.65748;0.231907 0.3235 2.66306;0.234774 0.245009 2.67292;0.242438 0.00487352 2.69261;0.251543 -0.322124 2.70832;0.411028 0.243288 2.67314;0.0663532 0.246275 2.7459;0.544209 0.0685586 2.67314;-0.0177802 0.0516925 2.85738;0.57352 0.278864 2.56588;-0.11784 0.207049 2.69656;0.567102 0.293441 2.5574;-0.136895 0.268739 2.67082;0.497597 -1.2916 2.67648;0.0813828 -1.28359 2.70183;28;
1525195539699;0.214222 0.485876 2.6601;0.231469 0.323609 2.66442;0.234264 0.245098 2.6742;0.241743 0.00491308 2.69366;0.250652 -0.32214 2.7091;0.410466 0.242966 2.67435;0.0659977 0.246255 2.74658;0.544039 0.0686154 2.67435;-0.0179911 0.0513552 2.85788;0.573225 0.280183 2.56727;-0.118022 0.206995 2.69729;0.565179 0.2931 2.55591;-0.137577 0.268212 2.67216;0.497678 -1.29162 2.6767;0.0817799 -1.28408 2.70359;29;
1525195539750;0.216074 0.485713 2.66067;0.230856 0.323396 2.66675;0.23377 0.244957 2.67609;0.241552 0.00492716 2.6945;0.250662 -0.322089 2.70921;0.410493 0.242898 2.6772;0.0658509 0.2462 2.74751;0.543058 0.0687876 2.6772;-0.0188526 0.0500482 2.85902;0.56853 0.273024 2.56559;-0.118717 0.20644 2.6981;0.559222 0.298772 2.55773;-0.139454 0.264874 2.67413;0.497632 -1.2916 2.67667;0.0813532 -1.28409 2.70309;30;
1525195539817;0.22036 0.483646 2.66139;0.230302 0.322371 2.66908;0.233288 0.244216 2.67794;0.241306 0.00480339 2.69519;0.250603 -0.321936 2.70923;0.41051 0.242487 2.67968;0.0655325 0.246503 2.74829;0.541489 0.0687762 2.67968;-0.0197948 0.0496607 2.86019;0.563741 0.283232 2.56967;-0.120361 0.205807 2.69999;0.555401 0.300271 2.56014;-0.144775 0.262884 2.67702;0.497831 -1.29188 2.67676;0.0814783 -1.28446 2.70291;31;
1525195539897;0.223637 0.481868 2.66158;0.230201 0.321195 2.67064;0.233254 0.24325 2.67929;0.24143 0.00443187 2.69586;0.250819 -0.321876 2.7093;0.410146 0.242627 2.68282;0.0651613 0.246441 2.74889;0.540778 0.0687299 2.68282;-0.0211213 0.0477114 2.86262;0.562053 0.285244 2.5718;-0.1229 0.205726 2.70214;0.554944 0.299131 2.56424;-0.14732 0.260342 2.67969;0.497792 -1.29189 2.67679;0.0814064 -1.28449 2.70292;32;
1525195540083;0.223408 0.481214 2.66256;0.230662 0.32048 2.67372;0.233549 0.24265 2.68181;0.241416 0.0041978 2.69688;0.250784 -0.321852 2.7093;0.410318 0.242471 2.68634;0.0647272 0.244773 2.75226;0.541342 0.0685125 2.68634;-0.02133 0.0460008 2.86283;0.570038 0.231195 2.59996;-0.122911 0.205694 2.70216;0.566108 0.298727 2.57018;-0.141598 0.260524 2.68059;0.497764 -1.29189 2.67696;0.0813275 -1.28447 2.70284;33;
1525195540254;0.222103 0.479891 2.66513;0.231773 0.320173 2.67956;0.234343 0.242418 2.68667;0.241512 0.00422155 2.69904;0.250659 -0.32169 2.70934;0.411613 0.243213 2.69031;0.0659401 0.242892 2.75705;0.545553 0.0718457 2.69031;-0.0152428 0.0399415 2.86239;0.57167 0.233588 2.60096;-0.122718 0.205166 2.70268;0.569607 0.307969 2.57864;-0.142439 0.251346 2.68761;0.497481 -1.29162 2.67722;0.0812395 -1.28428 2.70252;34;
1525195540289;0.221318 0.478996 2.66663;0.233303 0.319434 2.68329;0.235495 0.241723 2.69008;0.241659 0.00376848 2.70122;0.250194 -0.321694 2.70963;0.412367 0.243278 2.6923;0.0669951 0.241459 2.76028;0.547126 0.0724799 2.6923;-0.0134793 0.0375156 2.8632;0.573089 0.235782 2.60194;-0.122651 0.205172 2.70297;0.570748 0.307212 2.57991;-0.14173 0.251435 2.68808;0.497498 -1.29159 2.67735;0.0812328 -1.28432 2.70266;35;
1525195540321;0.220514 0.478403 2.66747;0.233766 0.31905 2.6845;0.235867 0.241394 2.6912;0.241731 0.00363578 2.70195;0.250003 -0.321584 2.70964;0.413049 0.243583 2.69364;0.0674802 0.241134 2.76132;0.54802 0.0723662 2.69364;-0.0128035 0.0369059 2.86354;0.57367 0.236115 2.60198;-0.122649 0.205197 2.70296;0.5706 0.306452 2.57841;-0.140545 0.25172 2.68486;0.49768 -1.29161 2.67737;0.0811443 -1.2844 2.70306;36;
1525195540531;0.220293 0.477849 2.6721;0.236081 0.319371 2.6889;0.237748 0.241648 2.69502;0.242436 0.00377391 2.70405;0.249866 -0.321471 2.70976;0.415319 0.243402 2.69812;0.0686596 0.241827 2.76349;0.550307 0.0700793 2.69812;-0.0134197 0.038455 2.86476;0.58871 0.290227 2.60126;-0.120631 0.207299 2.70631;0.581683 0.305559 2.5876;-0.132735 0.266735 2.68662;0.497747 -1.29167 2.67739;0.0811579 -1.28437 2.70306;37;
1525195540716;0.223855 0.477642 2.67825;0.239367 0.319266 2.69337;0.240401 0.24156 2.69884;0.243398 0.0037619 2.70597;0.249679 -0.321375 2.7098;0.419381 0.241337 2.70531;0.0708787 0.24285 2.7667;0.55153 0.0653066 2.70531;-0.0147693 0.0410236 2.86451;0.591301 0.290187 2.6047;-0.116195 0.207884 2.70816;0.589687 0.29979 2.59824;-0.122906 0.267971 2.68239;0.497892 -1.29207 2.67724;0.0811537 -1.28436 2.70314;38;
1525195540922;0.228601 0.480679 2.68552;0.240821 0.321942 2.69848;0.24195 0.243756 2.70358;0.244892 0.00470966 2.70939;0.250032 -0.321348 2.71033;0.420901 0.241047 2.70959;0.0724169 0.243046 2.76711;0.55052 0.0609964 2.70959;-0.0158511 0.0413483 2.865;0.594508 0.290153 2.6095;-0.114464 0.208058 2.7082;0.593206 0.296083 2.60677;-0.121886 0.27037 2.6759;0.49788 -1.29232 2.67808;0.0809928 -1.28416 2.70277;39;
1525195540950;0.230138 0.481644 2.6879;0.241674 0.321923 2.69904;0.242833 0.243721 2.70428;0.245754 0.0046026 2.71047;0.250267 -0.321428 2.71091;0.421325 0.240977 2.71093;0.0728418 0.243154 2.76711;0.549484 0.0586729 2.71093;-0.0167902 0.0422772 2.8648;0.596891 0.290359 2.61268;-0.112341 0.208311 2.70694;0.596178 0.298932 2.6071;-0.1213 0.275745 2.67046;0.497725 -1.2923 2.67806;0.0805888 -1.28416 2.70159;40;
1525195541117;0.230409 0.481713 2.68824;0.241798 0.321905 2.69912;0.243061 0.243702 2.70449;0.246416 0.00459958 2.71135;0.25118 -0.321305 2.71225;0.421614 0.24083 2.71145;0.073103 0.243445 2.76729;0.548528 0.057131 2.71145;-0.0228429 0.046407 2.85936;0.597891 0.290101 2.61374;-0.108013 0.211049 2.70269;0.597524 0.297188 2.60782;-0.112684 0.277417 2.66885;0.49773 -1.29223 2.67794;0.0807118 -1.28411 2.70168;41;
1525195541299;0.230211 0.481005 2.68761;0.242325 0.321421 2.69905;0.243621 0.243264 2.7046;0.247186 0.00421282 2.71207;0.251999 -0.32145 2.71363;0.422174 0.240837 2.71196;0.0736919 0.244119 2.76865;0.548843 0.0572245 2.71196;-0.0225853 0.0460101 2.85921;0.598518 0.289933 2.614;-0.105901 0.210527 2.70106;0.596523 0.295857 2.6033;-0.111962 0.274521 2.66537;0.497733 -1.29217 2.67783;0.0809011 -1.28389 2.70164;42;
1525195541397;0.229764 0.480355 2.68621;0.242833 0.32116 2.69877;0.244101 0.243038 2.70451;0.247699 0.0040101 2.71243;0.25248 -0.321605 2.71451;0.422566 0.240762 2.71212;0.0739575 0.244251 2.76885;0.550926 0.0582987 2.71212;-0.0223188 0.0457229 2.85857;0.599258 0.289999 2.61375;-0.104525 0.210259 2.70078;0.597176 0.295663 2.60021;-0.110567 0.274308 2.66756;0.497908 -1.29216 2.67816;0.0808136 -1.28432 2.70342;43;
1525195541597;0.229978 0.480623 2.68599;0.243927 0.321234 2.69771;0.244978 0.243087 2.70383;0.248033 0.00401783 2.71237;0.252515 -0.321611 2.71462;0.423246 0.240432 2.71183;0.0750458 0.244428 2.76888;0.552067 0.0569381 2.71183;-0.0202551 0.0452793 2.85925;0.602127 0.287276 2.61036;-0.102215 0.210838 2.7016;0.601191 0.289193 2.59006;-0.107501 0.276022 2.67336;0.49759 -1.29206 2.67829;0.0807079 -1.28513 2.70126;44;
1525195541631;0.230174 0.481114 2.68531;0.245144 0.321381 2.69684;0.245941 0.243169 2.70329;0.248357 0.00399405 2.7124;0.252464 -0.321734 2.715;0.424122 0.240005 2.71154;0.0759335 0.244486 2.76947;0.552652 0.0558844 2.71154;-0.0196092 0.0451513 2.85932;0.603423 0.286177 2.6079;-0.10097 0.210953 2.70238;0.600553 0.288777 2.58778;-0.106032 0.275255 2.67468;0.497918 -1.29215 2.67862;0.0809164 -1.28474 2.70202;45;
1525195541663;0.230516 0.481639 2.68501;0.245592 0.321551 2.69635;0.246393 0.2433 2.70289;0.248676 0.00402008 2.71227;0.252529 -0.321767 2.715;0.424794 0.239272 2.71061;0.0766317 0.244708 2.76992;0.552871 0.0553062 2.71061;-0.0178679 0.0453118 2.85942;0.604456 0.285159 2.60571;-0.0994421 0.21221 2.70282;0.600986 0.288403 2.58747;-0.107066 0.278458 2.67426;0.497924 -1.29223 2.67866;0.0802101 -1.28501 2.70037;46;
1525195541684;0.231158 0.48275 2.68463;0.246501 0.321968 2.69542;0.247195 0.243627 2.70216;0.249056 0.00411727 2.71205;0.252538 -0.321777 2.71501;0.425022 0.239195 2.71012;0.0772225 0.24479 2.77004;0.553051 0.0539374 2.71012;-0.0174315 0.0452619 2.85966;0.604674 0.284727 2.60479;-0.0983433 0.212878 2.70338;0.598037 0.286568 2.58692;-0.106021 0.279143 2.67521;0.497949 -1.29234 2.67887;0.0802563 -1.28502 2.70017;47;
1525195541729;0.231618 0.483165 2.68475;0.247385 0.322459 2.69468;0.248054 0.244046 2.70151;0.249678 0.004307 2.71173;0.252682 -0.321795 2.71496;0.42553 0.239025 2.70961;0.0780269 0.24507 2.77016;0.553085 0.0528287 2.70961;-0.0173587 0.0452517 2.85967;0.604605 0.284212 2.60359;-0.097591 0.21399 2.70393;0.596568 0.288941 2.58645;-0.105236 0.279575 2.67615;0.49819 -1.29259 2.67857;0.0801922 -1.28466 2.6999;48;
1525195541883;0.233175 0.485446 2.68517;0.248303 0.323992 2.69293;0.248768 0.245234 2.70007;0.249851 0.00467816 2.71113;0.252402 -0.321904 2.71477;0.426032 0.238495 2.70765;0.0786355 0.245102 2.76981;0.553131 0.0521558 2.70765;-0.0172568 0.0453326 2.85957;0.603554 0.28476 2.60222;-0.0968108 0.214463 2.70346;0.594364 0.287306 2.58335;-0.103809 0.282985 2.66939;0.498282 -1.29266 2.67863;0.0799887 -1.28473 2.70094;49;
1525195541984;0.234753 0.488384 2.68578;0.248946 0.325181 2.69221;0.249395 0.246281 2.69939;0.250289 0.00523534 2.71069;0.252445 -0.321874 2.71467;0.426761 0.238418 2.70634;0.0787719 0.245068 2.76977;0.553318 0.0513971 2.70634;-0.0171997 0.0457373 2.85919;0.602357 0.284625 2.60088;-0.0966889 0.215179 2.70311;0.594095 0.287259 2.58265;-0.106057 0.283647 2.66987;0.498403 -1.29261 2.67884;0.0798657 -1.28467 2.70029;50;
1525195542016;0.236327 0.490083 2.68635;0.249492 0.326513 2.6912;0.249989 0.247406 2.69842;0.250903 0.00576444 2.70991;0.25281 -0.322034 2.71415;0.427098 0.238282 2.70547;0.0794391 0.245121 2.76915;0.553721 0.0509896 2.70547;-0.017216 0.0459269 2.85863;0.599777 0.284601 2.59952;-0.0964279 0.216164 2.70259;0.594491 0.288291 2.58192;-0.107029 0.285621 2.67011;0.498803 -1.29297 2.67776;0.0799674 -1.2847 2.70047;51;
1525195542082;0.237672 0.491817 2.68699;0.250263 0.327929 2.69075;0.250632 0.248615 2.69798;0.251164 0.00636399 2.70958;0.252702 -0.321988 2.71399;0.427725 0.238551 2.70469;0.0798672 0.24505 2.76834;0.553734 0.0510748 2.70469;-0.0196381 0.0495211 2.85514;0.599371 0.28506 2.59819;-0.0963682 0.217547 2.70185;0.59259 0.286271 2.57977;-0.108753 0.283412 2.6703;0.498802 -1.29297 2.67806;0.0802578 -1.28449 2.7014;52;
1525195542114;0.238814 0.494407 2.68805;0.250944 0.329731 2.68994;0.251265 0.25024 2.69717;0.251582 0.0073927 2.70886;0.252686 -0.321777 2.71353;0.428119 0.238587 2.70374;0.0807176 0.24526 2.76652;0.553743 0.0513235 2.70374;-0.0194769 0.0505616 2.85432;0.598877 0.285395 2.59715;-0.0963429 0.218143 2.70149;0.592038 0.286896 2.57865;-0.108377 0.282847 2.66638;0.498781 -1.29293 2.67812;0.0805062 -1.28517 2.70161;53;
1525195542182;0.240857 0.498891 2.69074;0.251349 0.331674 2.69008;0.25177 0.251991 2.69717;0.2523 0.00861194 2.70851;0.253352 -0.32137 2.71289;0.428428 0.238892 2.70334;0.0807472 0.245363 2.76595;0.553959 0.051519 2.70334;-0.0251871 0.0563682 2.84799;0.598257 0.285545 2.59627;-0.0966287 0.220765 2.7;0.588582 0.289618 2.57957;-0.109471 0.289066 2.66563;0.49776 -1.29138 2.67882;0.0805282 -1.2851 2.70186;54;
1525195542282;0.242389 0.501559 2.69375;0.251476 0.333565 2.69057;0.251961 0.253741 2.69745;0.252628 0.00997331 2.70823;0.253652 -0.320586 2.71198;0.428585 0.239499 2.70293;0.0807835 0.245787 2.7654;0.554359 0.0525889 2.70293;-0.0301213 0.0595503 2.84524;0.597236 0.287061 2.59481;-0.0968673 0.224929 2.69749;0.58549 0.291943 2.5801;-0.109123 0.293669 2.66116;0.497827 -1.29142 2.67863;0.0808157 -1.28457 2.70178;55;
